Source_mac,Destination_mac,source_IP,Destination_IP,Protocol,FirstDate,LastDate,FirstStamp,LastStamp,FirstOridinalStamp,LastOridinalStamp,SenPacketsCount,SenBytesSum,SenBytesAvg,SenPayloadSum,SenPayloadAvg,SenLoad,SenTtlAvg,SenAckRate,SenFinRate,SenPshRate,SenSynRate,SenUrgRate,SenRstRate,SenTcpWindowAvg,SenFragmentRate,RecPacketsCount,RecBytesSum,RecBytesAvg,RecPayloadSum,RecPayloadAvg,RecLoad,RecTtlAvg,RecAckRate,RecFinRate,RecPshRate,RecSynRate,RecUrgRate,RecRstRate,RecTcpWindowAvg,RecFragmentRate,Sen_AckDelay,Rec_AckDelay,class
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:49.031243,2022-06-14 22:44:49.521757,60.027489,60.518003,1655239489.031243,1655239489.521757,10,650,65.0,130,13.0,10601.107,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,18918.899,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000364,0.025658,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:49.601486,2022-06-14 22:44:50.014587,60.597732,61.010833,1655239489.601486,1655239490.014587,21,1239,59.0,147,7.0,23994.077,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18068.179,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.019906,0.029805,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:50.016794,2022-06-14 22:44:50.516697,61.01304,61.512943,1655239490.016794,1655239490.516697,13,845,65.0,169,13.0,13522.597,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,27,1572,58.222,168,6.222,25156.832,64.0,1.0,0.0,0.519,0.0,0.0,0.0,502.0,0.0,0.000526,0.018995,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:50.201551,2022-06-14 22:44:50.606333,61.197797,61.602579,1655239490.201551,1655239490.606333,21,1239,59.0,147,7.0,24487.191,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18439.507,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020276,0.028713,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:50.516905,2022-06-14 22:44:51.016463,61.513151,62.012709,1655239490.516905,1655239491.016463,4,260,65.0,52,13.0,4163.673,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,7,400,57.143,36,5.143,6405.65,64.0,1.0,0.0,0.429,0.0,0.0,0.0,502.0,0.0,0.000225,0.071275,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:50.023641,2022-06-14 22:44:50.518451,61.019887,61.514697,1655239490.023641,1655239490.518451,10,650,65.0,130,13.0,10509.066,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,19,1108,58.316,120,6.316,17913.915,64.0,1.0,0.0,0.526,0.0,0.0,0.0,502.0,0.0,0.000951,0.029276,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:50.801263,2022-06-14 22:44:51.212835,61.797509,62.209081,1655239490.801263,1655239491.212835,20,1187,59.35,147,7.35,23072.457,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,18135.301,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.024523,0.028634,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:51.017053,2022-06-14 22:44:51.516967,62.013299,62.513213,1655239491.017053,1655239491.516967,13,845,65.0,169,13.0,13522.294,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,27,1572,58.222,168,6.222,25156.268,64.0,1.0,0.0,0.519,0.0,0.0,0.0,502.0,0.0,0.000482,0.020668,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:51.401981,2022-06-14 22:44:51.859042,62.398227,62.855288,1655239491.401981,1655239491.859042,21,1239,59.0,147,7.0,21686.345,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,16330.395,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.022973,0.02891,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:51.517289,2022-06-14 22:44:52.013681,62.513535,63.009927,1655239491.517289,1655239492.013681,3,195,65.0,39,13.0,3142.671,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,6,348,58.0,36,6.0,5608.459,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.00063,0.082567,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:51.025154,2022-06-14 22:44:51.523125,62.0214,62.519371,1655239491.025154,1655239491.523125,10,650,65.0,130,13.0,10442.358,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,18635.593,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000414,0.026022,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:52.019725,2022-06-14 22:44:52.517094,63.015971,63.51334,1655239492.019725,1655239492.517094,15,975,65.0,195,13.0,15682.496,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,23,1364,59.304,168,7.304,21939.41,64.0,1.0,0.0,0.609,0.0,0.0,0.0,502.0,0.0,0.000429,0.021401,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:52.000979,2022-06-14 22:44:52.415971,62.997225,63.412217,1655239492.000979,1655239492.415971,21,1239,59.0,147,7.0,23884.735,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,17985.841,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020601,0.029434,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:52.028653,2022-06-14 22:44:52.520381,63.024899,63.516627,1655239492.028653,1655239492.520381,10,650,65.0,130,13.0,10574.929,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,17,1004,59.059,120,7.059,16334.198,64.0,1.0,0.0,0.588,0.0,0.0,0.0,502.0,0.0,0.000654,0.033015,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:52.601664,2022-06-14 22:44:53.004743,63.59791,64.000989,1655239492.601664,1655239493.004743,21,1239,59.0,147,7.0,24590.65,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18517.414,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020146,0.028934,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:52.559430,2022-06-14 22:44:53.029423,63.555676,64.025669,1655239492.55943,1655239493.029423,8,520,65.0,104,13.0,8851.175,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,17,980,57.647,96,5.647,16681.06,64.0,1.0,0.0,0.471,0.0,0.0,0.0,502.0,0.0,0.00119,0.000764,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:53.200893,2022-06-14 22:44:53.604060,64.197139,64.600306,1655239493.200893,1655239493.60406,21,1239,59.0,147,7.0,24585.284,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18513.374,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.019859,0.028916,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:53.510491,2022-06-14 22:44:53.562890,64.506737,64.559136,1655239493.510491,1655239493.56289,8,520,65.0,104,13.0,79389.073,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,10,616,61.6,96,9.6,94045.517,64.0,1.0,0.0,0.8,0.0,0.0,0.0,502.0,0.0,0.000642,0.005259,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:53.030955,2022-06-14 22:44:53.526635,64.027201,64.522881,1655239493.030955,1655239493.526635,10,650,65.0,130,13.0,10490.621,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,18721.724,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000328,0.025951,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:53.801057,2022-06-14 22:44:54.204501,64.797303,65.200747,1655239493.801057,1655239494.204501,21,1239,59.0,147,7.0,24568.416,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18500.672,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.021981,0.029151,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:54.011272,2022-06-14 22:44:54.510430,65.007518,65.506676,1655239494.011272,1655239494.51043,11,715,65.0,143,13.0,11459.271,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,22,1276,58.0,132,6.0,20450.392,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000525,0.023521,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:54.018441,2022-06-14 22:44:54.518438,65.014687,65.514684,1655239494.018441,1655239494.518438,8,520,65.0,104,13.0,8320.031,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,12,720,60.0,96,8.0,11520.043,64.0,1.0,0.0,0.667,0.0,0.0,0.0,502.0,0.0,0.000908,0.048669,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:54.401164,2022-06-14 22:44:54.809961,65.39741,65.806207,1655239494.401164,1655239494.809961,21,1239,59.0,147,7.0,24246.692,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18258.405,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020274,0.028916,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:54.515369,2022-06-14 22:44:55.011355,65.511615,66.007601,1655239494.515369,1655239495.011355,13,845,65.0,169,13.0,13629.39,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,26,1508,58.0,156,6.0,24323.219,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000316,0.019701,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:54.518465,2022-06-14 22:44:55.017807,65.514711,66.014053,1655239494.518465,1655239495.017807,7,455,65.0,91,13.0,7289.579,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,15,864,57.6,84,5.6,13842.19,64.0,1.0,0.0,0.467,0.0,0.0,0.0,502.0,0.0,0.000482,0.038162,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:55.000628,2022-06-14 22:44:55.408090,65.996874,66.404336,1655239495.000628,1655239495.40809,21,1239,59.0,147,7.0,24326.128,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18318.222,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020965,0.028749,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:55.503719,2022-06-14 22:44:55.556480,66.499965,66.552726,1655239495.503719,1655239495.55648,8,520,65.0,104,13.0,78844.863,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,14,824,58.857,96,6.857,124938.783,64.0,1.0,0.0,0.571,0.0,0.0,0.0,502.0,0.0,0.000728,0.003632,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:55.600454,2022-06-14 22:44:56.008697,66.5967,67.004943,1655239495.600454,1655239496.008697,21,1239,59.0,147,7.0,24279.601,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18283.186,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020777,0.029004,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:56.004787,2022-06-14 22:44:56.008132,67.001033,67.004378,1655239496.004787,1655239496.008132,8,520,65.0,104,13.0,1243270.847,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,16,928,58.0,96,6.0,2218760.281,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000242,0.000104,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:55.513057,2022-06-14 22:44:56.010965,66.509303,67.007211,1655239495.513057,1655239496.010965,10,650,65.0,130,13.0,10443.673,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,18637.94,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000369,0.026041,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:56.200342,2022-06-14 22:44:56.607767,67.196588,67.604013,1655239496.200342,1655239496.607767,21,1239,59.0,147,7.0,24328.334,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18319.884,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020941,0.02898,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:56.508327,2022-06-14 22:44:56.515579,67.504573,67.511825,1655239496.508327,1655239496.515579,8,520,65.0,104,13.0,573557.516,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,16,928,58.0,96,6.0,1023579.567,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000427,0.000279,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:56.515914,2022-06-14 22:44:56.521380,67.51216,67.517626,1655239496.515914,1655239496.52138,5,325,65.0,65,13.0,475582.119,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,10,580,58.0,60,6.0,848731.167,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000413,0.000406,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:56.801169,2022-06-14 22:44:57.207328,67.797415,68.203574,1655239496.801169,1655239497.207328,20,1187,59.35,147,7.35,23379.939,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,18376.987,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.023762,0.029231,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:57.016399,2022-06-14 22:44:57.515933,68.012645,68.512179,1655239497.016399,1655239497.515933,10,650,65.0,130,13.0,10409.678,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,21,1224,58.286,132,6.286,19602.225,64.0,1.0,0.0,0.524,0.0,0.0,0.0,502.0,0.0,0.000577,0.024745,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:57.401373,2022-06-14 22:44:57.809472,68.397619,68.805718,1655239497.401373,1655239497.809472,21,1239,59.0,147,7.0,24288.154,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18289.627,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020371,0.028974,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:57.516752,2022-06-14 22:44:58.016572,68.512998,69.012818,1655239497.516752,1655239498.016572,11,715,65.0,143,13.0,11444.097,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,16,952,59.5,120,7.5,15237.455,64.0,1.0,0.0,0.625,0.0,0.0,0.0,502.0,0.0,0.000764,0.033544,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:57.028494,2022-06-14 22:44:57.527361,68.02474,68.523607,1655239497.028494,1655239497.527361,10,650,65.0,130,13.0,10423.598,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,18602.114,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000612,0.025968,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,192.168.0.12,192.168.0.23,IPV4:TCP,2022-06-14 22:44:43.288686,2022-06-14 22:44:43.289059,54.284932,54.285305,1655239483.288686,1655239483.289059,2,116,58.0,12,6.0,2482035.614,64.0,1.0,0.0,0.5,0.0,0.0,0.0,509.0,0.0,2,121,60.5,17,8.5,2589019.908,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000192,3.1e-05,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:58.016946,2022-06-14 22:44:58.516879,69.013192,69.513125,1655239498.016946,1655239498.516879,9,585,65.0,117,13.0,9361.236,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,14,848,60.571,120,8.571,13569.791,64.0,1.0,0.0,0.714,0.0,0.0,0.0,502.0,0.0,0.000663,0.038032,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:58.000156,2022-06-14 22:44:58.459044,68.996402,69.45529,1655239498.000156,1655239498.459044,20,1187,59.35,147,7.35,20693.455,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,16265.369,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.024297,0.028853,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:58.517464,2022-06-14 22:44:59.014197,69.51371,70.010443,1655239498.517464,1655239499.014197,4,260,65.0,52,13.0,4187.35,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,6,348,58.0,36,6.0,5604.607,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000679,0.089357,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:58.022688,2022-06-14 22:44:58.521909,69.018934,69.518155,1655239498.022688,1655239498.521909,10,650,65.0,130,13.0,10416.206,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,17,1004,59.059,120,7.059,16089.032,64.0,1.0,0.0,0.588,0.0,0.0,0.0,502.0,0.0,0.00042,0.033515,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:58.600809,2022-06-14 22:44:59.016271,69.597055,70.012517,1655239498.600809,1655239499.016271,21,1239,59.0,147,7.0,23857.719,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,17965.498,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020978,0.029089,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:59.017781,2022-06-14 22:44:59.517365,70.014027,70.513611,1655239499.017781,1655239499.517365,12,780,65.0,156,13.0,12490.368,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1196,59.8,156,7.8,19151.898,64.0,1.0,0.0,0.65,0.0,0.0,0.0,502.0,0.0,0.000653,0.025927,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:59.201504,2022-06-14 22:44:59.606336,70.19775,70.602582,1655239499.201504,1655239499.606336,21,1239,59.0,147,7.0,24484.162,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18437.226,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.019967,0.0289,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:59.518025,2022-06-14 22:44:59.559068,70.514271,70.555314,1655239499.518025,1655239499.559068,2,130,65.0,26,13.0,25338.634,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,2,116,58.0,12,6.0,22609.858,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000239,0.020402,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:59.032214,2022-06-14 22:44:59.521710,70.02846,70.517956,1655239499.032214,1655239499.52171,10,650,65.0,130,13.0,10623.15,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,18958.237,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000385,0.025591,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:59.801317,2022-06-14 22:45:00.204840,70.797563,71.201086,1655239499.801317,1655239500.20484,21,1239,59.0,147,7.0,24563.597,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18497.043,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020072,0.028432,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:45:00.401837,2022-06-14 22:45:00.808085,71.398083,71.804331,1655239500.401837,1655239500.808085,20,1187,59.35,147,7.35,23374.835,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,18372.975,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.023712,0.028796,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:45:00.029479,2022-06-14 22:45:00.519810,71.025725,71.516056,1655239500.029479,1655239500.51981,16,1040,65.0,208,13.0,16968.097,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,31,1804,58.194,192,6.194,29433.123,64.0,1.0,0.0,0.516,0.0,0.0,0.0,502.0,0.0,0.000873,0.017346,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:45:00.045422,2022-06-14 22:45:00.527755,71.041668,71.524001,1655239500.045422,1655239500.527755,10,650,65.0,130,13.0,10780.912,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,19239.782,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000734,0.025071,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:45:01.000905,2022-06-14 22:45:01.409539,71.997151,72.405785,1655239501.000905,1655239501.409539,21,1239,59.0,147,7.0,24256.369,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18265.692,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020479,0.029672,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:45:01.011702,2022-06-14 22:45:01.509451,72.007948,72.505697,1655239501.011702,1655239501.509451,16,1040,65.0,208,13.0,16715.223,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,32,1856,58.0,192,6.0,29830.245,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.00029,0.01592,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:45:01.018449,2022-06-14 22:45:01.510965,72.014695,72.507211,1655239501.018449,1655239501.510965,10,650,65.0,130,13.0,10558.01,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,18841.988,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000173,0.025854,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:45:01.601369,2022-06-14 22:45:02.003343,72.597615,72.999589,1655239501.601369,1655239502.003343,21,1239,59.0,147,7.0,24658.238,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18568.31,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.022521,0.029241,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:45:02.004638,2022-06-14 22:45:02.006301,73.000884,73.002547,1655239502.004638,1655239502.006301,8,520,65.0,104,13.0,2500045.69,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,16,928,58.0,96,6.0,4461620.001,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,8.9e-05,7e-05,Normal
